Ecosystem,Package,Version,License,Notes
Rust,objc2-quartz-core,0.3.2,Zlib OR Apache-2.0 OR MIT,
Rust,objc2-symbols,0.2.2,MIT,
Rust,objc2-ui-kit,0.3.2,Zlib OR Apache-2.0 OR MIT,
Rust,objc2-uniform-type-identifiers,0.2.2,MIT,
Rust,objc2-user-notifications,0.2.2,MIT,
Rust,objc_exception,0.1.2,MIT,
Rust,object,0.37.3,Apache-2.0 OR MIT,
Rust,object_store,0.12.5,MIT/Apache-2.0,
Rust,once_cell,1.21.4,MIT OR Apache-2.0,
Rust,once_cell_polyfill,1.70.2,MIT OR Apache-2.0,
Rust,opaque-debug,0.3.1,MIT OR Apache-2.0,
Rust,open,5.4.0,MIT,
Rust,openssl-probe,0.2.1,MIT OR Apache-2.0,
Rust,opentelemetry,0.31.0,Apache-2.0,
Rust,opentelemetry-appender-tracing,0.31.1,Apache-2.0,
Rust,opentelemetry-http,0.31.0,Apache-2.0,
Rust,opentelemetry-otlp,0.31.1,Apache-2.0,
Rust,opentelemetry-proto,0.31.0,Apache-2.0,
Rust,opentelemetry_sdk,0.31.0,Apache-2.0,
Rust,option-ext,0.2.0,MPL-2.0,
Rust,orbclient,0.3.55,MIT,
Rust,ordered-float,5.3.0,MIT,
Rust,ordered-stream,0.2.0,MIT OR Apache-2.0,
Rust,osqp,1.0.1,Apache-2.0,
Rust,osqp-sys,1.0.1,Apache-2.0,
Rust,owo-colors,3.5.0,MIT,
Rust,parking,2.2.1,Apache-2.0 OR MIT,
Rust,parking_lot,0.12.5,MIT OR Apache-2.0,
Rust,parking_lot_core,0.9.12,MIT OR Apache-2.0,
Rust,parquet,57.3.1,Apache-2.0,
Rust,password-hash,0.4.2,MIT OR Apache-2.0,
Rust,paste,1.0.15,MIT OR Apache-2.0,
Rust,pathdiff,0.2.3,MIT/Apache-2.0,
Rust,pbkdf2,0.11.0,MIT OR Apache-2.0,
Rust,peeking_take_while,0.1.2,Apache-2.0/MIT,
Rust,peg,0.8.6,MIT,
Rust,peg-macros,0.8.6,MIT,
Rust,peg-runtime,0.8.6,MIT,
Rust,peng_quad,0.5.6,Proprietary,
Rust,peniko,0.6.1,Apache-2.0 OR MIT,
Rust,percent-encoding,2.3.2,MIT OR Apache-2.0,
Rust,petgraph,0.8.3,MIT OR Apache-2.0,
Rust,phf,0.13.1,MIT,
Rust,phf_generator,0.13.1,MIT,
Rust,phf_macros,0.13.1,MIT,
Rust,phf_shared,0.13.1,MIT,
Rust,pico-args,0.5.0,MIT,
Rust,pin-project,1.1.13,Apache-2.0 OR MIT,
Rust,pin-project-internal,1.1.13,Apache-2.0 OR MIT,
Rust,pin-project-lite,0.2.17,Apache-2.0 OR MIT,
Rust,piper,0.2.5,MIT OR Apache-2.0,
Rust,pkg-config,0.3.33,MIT OR Apache-2.0,
Rust,plain,0.2.3,MIT/Apache-2.0,
Rust,ply-rs-bw,3.0.0,MIT,
Rust,png,0.18.1,MIT OR Apache-2.0,
Rust,poll-promise,0.3.0,MIT OR Apache-2.0,
Rust,polling,3.11.0,Apache-2.0 OR MIT,
Rust,pollster,0.4.0,Apache-2.0/MIT,
Rust,polycool,0.4.0,MIT OR Apache-2.0,
Rust,polyval,0.6.2,Apache-2.0 OR MIT,
Rust,portable-atomic,1.14.0,Apache-2.0 OR MIT,
Rust,portable-atomic-util,0.2.7,Apache-2.0 OR MIT,
Rust,potential_utf,0.1.5,Unicode-3.0,
Rust,powerfmt,0.2.0,MIT OR Apache-2.0,
Rust,ppv-lite86,0.2.21,MIT OR Apache-2.0,
Rust,presser,0.3.1,MIT OR Apache-2.0,
Rust,proc-macro-crate,3.5.0,MIT OR Apache-2.0,
Rust,proc-macro2,1.0.107,MIT OR Apache-2.0,
Rust,profiling,1.0.18,MIT OR Apache-2.0,
Rust,profiling-procmacros,1.0.18,MIT OR Apache-2.0,
Rust,prometheus-client,0.24.1,Apache-2.0 OR MIT,
Rust,prometheus-client-derive-encode,0.5.0,Apache-2.0 OR MIT,
Rust,prost,0.14.4,Apache-2.0,
Rust,prost-derive,0.14.4,Apache-2.0,
Rust,prost-reflect,0.16.5,MIT OR Apache-2.0,
Rust,prost-types,0.14.4,Apache-2.0,
Rust,puffin,0.20.0,MIT OR Apache-2.0,
Rust,puffin_http,0.16.1,MIT OR Apache-2.0,
Rust,pulldown-cmark,0.13.4,MIT,
Rust,pulp,0.22.3,MIT,
Rust,pulp-wasm-simd-flag,0.1.1,MIT,
Rust,pxfm,0.1.30,BSD-3-Clause OR Apache-2.0,
Rust,qoi,0.4.1,MIT/Apache-2.0,
Rust,quick-error,2.0.1,MIT/Apache-2.0,
Rust,quick-xml,0.41.0,MIT,
Rust,quinn,0.11.11,MIT OR Apache-2.0,
Rust,quinn-proto,0.11.16,MIT OR Apache-2.0,
Rust,quinn-udp,0.5.15,MIT OR Apache-2.0,
Rust,quote,1.0.47,MIT OR Apache-2.0,
Rust,r-efi,6.0.0,MIT OR Apache-2.0 OR LGPL-2.1-or-later,
Rust,r2d2,0.8.10,MIT/Apache-2.0,
Rust,r2d2_sqlite,0.23.0,MIT,
Rust,rand,0.10.2,MIT OR Apache-2.0,
Rust,rand_chacha,0.10.0,MIT OR Apache-2.0,
Rust,rand_core,0.10.1,MIT OR Apache-2.0,
Rust,rand_distr,0.6.0,MIT OR Apache-2.0,
Rust,rand_pcg,0.10.2,MIT OR Apache-2.0,
Rust,range-alloc,0.1.5,MIT OR Apache-2.0,
Rust,ratatui,0.25.0,MIT,
Rust,raw-cpuid,11.6.0,MIT,
Rust,raw-window-handle,0.6.2,MIT OR Apache-2.0 OR Zlib,
Rust,raw-window-metal,1.1.0,MIT OR Apache-2.0,
Rust,rawpointer,0.2.1,MIT/Apache-2.0,
Rust,rayon,1.12.0,MIT OR Apache-2.0,
Rust,rayon-core,1.13.0,MIT OR Apache-2.0,
Rust,re_analytics,0.33.1,MIT OR Apache-2.0,
Rust,re_arrow_ui,0.33.1,MIT OR Apache-2.0,
Rust,re_arrow_util,0.33.1,MIT OR Apache-2.0,
Rust,re_auth,0.33.1,MIT OR Apache-2.0,
Rust,re_backoff,0.33.1,MIT OR Apache-2.0,
Rust,re_blueprint_tree,0.33.1,MIT OR Apache-2.0,
Rust,re_build_info,0.33.1,MIT OR Apache-2.0,
Rust,re_build_tools,0.33.1,MIT OR Apache-2.0,
Rust,re_byte_size,0.33.1,MIT OR Apache-2.0,
Rust,re_capabilities,0.33.1,MIT OR Apache-2.0,
Rust,re_case,0.33.1,MIT OR Apache-2.0,
Rust,re_chunk,0.33.1,MIT OR Apache-2.0,
Rust,re_chunk_store,0.33.1,MIT OR Apache-2.0,
Rust,re_chunk_store_ui,0.33.1,MIT OR Apache-2.0,
Rust,re_component_fallbacks,0.33.1,MIT OR Apache-2.0,
Rust,re_component_ui,0.33.1,MIT OR Apache-2.0,
Rust,re_context_menu,0.33.1,MIT OR Apache-2.0,
Rust,re_crash_handler,0.33.1,MIT OR Apache-2.0,
Rust,re_data_source,0.33.1,MIT OR Apache-2.0,
Rust,re_data_ui,0.33.1,MIT OR Apache-2.0,
Rust,re_dataframe,0.33.1,MIT OR Apache-2.0,
Rust,re_dataframe_ui,0.33.1,MIT OR Apache-2.0,
Rust,re_datafusion,0.33.1,MIT OR Apache-2.0,
Rust,re_entity_db,0.33.1,MIT OR Apache-2.0,
Rust,re_error,0.33.1,MIT OR Apache-2.0,
Rust,re_format,0.33.1,MIT OR Apache-2.0,
Rust,re_grpc_client,0.33.1,MIT OR Apache-2.0,
Rust,re_grpc_headers,0.33.1,MIT OR Apache-2.0,
Rust,re_grpc_server,0.33.1,MIT OR Apache-2.0,
Rust,re_importer,0.33.1,MIT OR Apache-2.0,
Rust,re_lenses,0.33.1,MIT OR Apache-2.0,
Rust,re_lenses_core,0.33.1,MIT OR Apache-2.0,
Rust,re_log,0.33.1,MIT OR Apache-2.0,
Rust,re_log_channel,0.33.1,MIT OR Apache-2.0,
Rust,re_log_encoding,0.33.1,MIT OR Apache-2.0,
Rust,re_log_types,0.33.1,MIT OR Apache-2.0,
Rust,re_mcap,0.33.1,MIT OR Apache-2.0,
Rust,re_memory,0.33.1,MIT OR Apache-2.0,
Rust,re_memory_view,0.33.1,MIT OR Apache-2.0,
Rust,re_mp4,0.5.1,MIT,
Rust,re_mutex,0.33.1,MIT OR Apache-2.0,
Rust,re_parquet,0.33.1,MIT OR Apache-2.0,
Rust,re_perf_telemetry,0.33.1,MIT OR Apache-2.0,
Rust,re_plot,0.33.1,MIT OR Apache-2.0,
Rust,re_protos,0.33.1,MIT OR Apache-2.0,
Rust,re_query,0.33.1,MIT OR Apache-2.0,
Rust,re_quota_channel,0.33.1,MIT OR Apache-2.0,
Rust,re_rav1d,0.1.3,BSD-2-Clause,
Rust,re_recording_panel,0.33.1,MIT OR Apache-2.0,
Rust,re_redap_browser,0.33.1,MIT OR Apache-2.0,
Rust,re_redap_client,0.33.1,MIT OR Apache-2.0,
Rust,re_renderer,0.33.1,MIT OR Apache-2.0,
Rust,re_ros_msg,0.33.1,MIT OR Apache-2.0,
Rust,re_rvl,0.33.1,MIT OR Apache-2.0,
Rust,re_sdk,0.33.1,MIT OR Apache-2.0,
Rust,re_sdk_types,0.33.1,MIT OR Apache-2.0,
Rust,re_selection_panel,0.33.1,MIT OR Apache-2.0,
Rust,re_sorbet,0.33.1,MIT OR Apache-2.0,
Rust,re_span,0.33.1,MIT OR Apache-2.0,
Rust,re_string_interner,0.33.1,MIT OR Apache-2.0,
Rust,re_tf,0.33.1,MIT OR Apache-2.0,
Rust,re_time_panel,0.33.1,MIT OR Apache-2.0,
Rust,re_time_ruler,0.33.1,MIT OR Apache-2.0,
Rust,re_tracing,0.33.1,MIT OR Apache-2.0,
Rust,re_tuid,0.33.1,MIT OR Apache-2.0,
Rust,re_types_core,0.33.1,MIT OR Apache-2.0,
Rust,re_ui,0.33.1,(MIT OR Apache-2.0) AND OFL-1.1,
Rust,re_uri,0.33.1,MIT OR Apache-2.0,
Rust,re_video,0.33.1,MIT OR Apache-2.0,
Rust,re_view,0.33.1,MIT OR Apache-2.0,
Rust,re_view_bar_chart,0.33.1,MIT OR Apache-2.0,
Rust,re_view_dataframe,0.33.1,MIT OR Apache-2.0,
Rust,re_view_graph,0.33.1,MIT OR Apache-2.0,
Rust,re_view_map,0.33.1,MIT OR Apache-2.0,
Rust,re_view_spatial,0.33.1,MIT OR Apache-2.0,
Rust,re_view_state_timeline,0.33.1,MIT OR Apache-2.0,
Rust,re_view_tensor,0.33.1,MIT OR Apache-2.0,
Rust,re_view_text_document,0.33.1,MIT OR Apache-2.0,
Rust,re_view_text_log,0.33.1,MIT OR Apache-2.0,
Rust,re_view_time_series,0.33.1,MIT OR Apache-2.0,
Rust,re_viewer,0.33.1,MIT OR Apache-2.0,
Rust,re_viewer_context,0.33.1,MIT OR Apache-2.0,
Rust,re_viewport,0.33.1,MIT OR Apache-2.0,
Rust,re_viewport_blueprint,0.33.1,MIT OR Apache-2.0,
Rust,re_web_viewer_server,0.33.1,MIT OR Apache-2.0,
Rust,read-fonts,0.37.0,MIT OR Apache-2.0,
Rust,reborrow,0.5.5,MIT,
Rust,redis,0.23.5,BSD-3-Clause,
Rust,redox_syscall,0.9.0,MIT,
Rust,redox_users,0.5.2,MIT,
Rust,ref-cast,1.0.26,MIT OR Apache-2.0,
Rust,ref-cast-impl,1.0.26,MIT OR Apache-2.0,
Rust,reflink-copy,0.1.30,MIT/Apache-2.0,
Rust,regex,1.13.1,MIT OR Apache-2.0,
Rust,regex-automata,0.4.16,MIT OR Apache-2.0,
Rust,regex-lite,0.1.9,MIT OR Apache-2.0,
Rust,regex-syntax,0.8.11,MIT OR Apache-2.0,
Rust,renderdoc-sys,1.1.0,MIT OR Apache-2.0,
Rust,reqwest,0.12.28,MIT OR Apache-2.0,
Rust,reqwest-middleware,0.4.2,MIT OR Apache-2.0,
Rust,rerun,0.33.1,MIT OR Apache-2.0,
Rust,resvg,0.45.1,Apache-2.0 OR MIT,
Rust,rexif,0.7.5,MIT,
Rust,rfc6381-codec,0.2.0,MIT/Apache-2.0,
Rust,rfd,0.17.2,MIT,
Rust,rgb,0.8.53,MIT,
Rust,ring,0.17.14,Apache-2.0 AND ISC,
Rust,rmp,0.8.15,MIT,
Rust,rmp-serde,1.3.1,MIT,
Rust,ron,0.12.2,MIT OR Apache-2.0,
Rust,roxmltree,0.20.0,MIT OR Apache-2.0,
Rust,rusqlite,0.30.0,MIT,
Rust,rustc-demangle,0.1.28,MIT/Apache-2.0,
Rust,rustc-hash,2.1.3,Apache-2.0 OR MIT,
Rust,rustc_version,0.4.1,MIT OR Apache-2.0,
Rust,rustix,1.1.4,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,
Rust,rustls,0.23.42,Apache-2.0 OR ISC OR MIT,
Rust,rustls-native-certs,0.8.4,Apache-2.0 OR ISC OR MIT,
Rust,rustls-pki-types,1.15.1,MIT OR Apache-2.0,
Rust,rustls-webpki,0.103.13,ISC,
Rust,rustversion,1.0.23,MIT OR Apache-2.0,
Rust,ryu,1.0.23,Apache-2.0 OR BSL-1.0,
Rust,safe_arch,1.1.0,Zlib OR Apache-2.0 OR MIT,
Rust,safetensors,0.4.5,Apache-2.0,
Rust,same-file,1.0.6,Unlicense/MIT,
Rust,sanitize-filename,0.5.0,MIT,
Rust,saturating_cast,0.1.0,MIT OR Apache-2.0,
Rust,schannel,0.1.29,MIT,
Rust,scheduled-thread-pool,0.2.7,MIT/Apache-2.0,
Rust,scoped-tls,1.0.1,MIT/Apache-2.0,
Rust,scopeguard,1.2.0,MIT OR Apache-2.0,
Rust,scuffle-av1,0.1.4,MIT OR Apache-2.0,
Rust,scuffle-bytes-util,0.1.5,MIT OR Apache-2.0,
Rust,scuffle-workspace-hack,0.1.0,MIT OR Apache-2.0,
Rust,security-framework,3.7.0,MIT OR Apache-2.0,
Rust,security-framework-sys,2.17.0,MIT OR Apache-2.0,
Rust,self_cell,1.3.0,Apache-2.0 OR GPL-2.0-only,
Rust,semver,1.0.28,MIT OR Apache-2.0,
Rust,seq-macro,0.3.6,MIT OR Apache-2.0,
Rust,serde,1.0.229,MIT OR Apache-2.0,
Rust,serde-wasm-bindgen,0.6.5,MIT,
Rust,serde-xml-rs,0.6.0,MIT,
Rust,serde_arrays,0.2.0,MIT OR Apache-2.0,
Rust,serde_bytes,0.11.19,MIT OR Apache-2.0,
Rust,serde_core,1.0.229,MIT OR Apache-2.0,
Rust,serde_derive,1.0.229,MIT OR Apache-2.0,
Rust,serde_json,1.0.151,MIT OR Apache-2.0,
Rust,serde_path_to_error,0.1.20,MIT OR Apache-2.0,
Rust,serde_repr,0.1.21,MIT OR Apache-2.0,
Rust,serde_rusqlite,0.34.0,MIT OR Apache-2.0,
Rust,serde_spanned,1.1.1,MIT OR Apache-2.0,
Rust,serde_test,1.0.177,MIT OR Apache-2.0,
Rust,serde_urlencoded,0.7.1,MIT/Apache-2.0,
Rust,serde_yaml,0.9.34+deprecated,MIT OR Apache-2.0,
Rust,serialport,4.9.0,MPL-2.0,
Rust,sha-1,0.10.1,MIT OR Apache-2.0,
Rust,sha1,0.10.7,MIT OR Apache-2.0,
Rust,sha1_smol,1.0.1,BSD-3-Clause,
Rust,sha2,0.10.9,MIT OR Apache-2.0,
Rust,sharded-slab,0.1.7,MIT,
Rust,shlex,2.0.1,MIT OR Apache-2.0,
Rust,signal-hook,0.3.18,Apache-2.0/MIT,
Rust,signal-hook-mio,0.2.5,MIT OR Apache-2.0,
Rust,signal-hook-registry,1.4.8,MIT OR Apache-2.0,
Rust,signature,2.2.0,Apache-2.0 OR MIT,
Rust,simba,0.10.0,Apache-2.0,
Rust,simd-adler32,0.3.10,MIT,
Rust,simd_cesu8,1.2.0,Apache-2.0 OR MIT,
Rust,simdutf8,0.1.5,MIT OR Apache-2.0,
Rust,similar,2.7.0,Apache-2.0,
Rust,similar-asserts,1.7.0,Apache-2.0,
Rust,simple-easing,1.0.2,MIT OR Apache-2.0,
Rust,simplecss,0.2.2,Apache-2.0 OR MIT,
Rust,siphasher,1.0.3,MIT/Apache-2.0,
Rust,skrifa,0.40.0,MIT OR Apache-2.0,
Rust,slab,0.4.12,MIT,
Rust,slotmap,1.1.1,Zlib,
Rust,smallvec,1.15.2,MIT OR Apache-2.0,
Rust,smithay-client-toolkit,0.20.0,MIT,
Rust,smithay-clipboard,0.7.3,MIT,
Rust,smol_str,0.2.2,MIT OR Apache-2.0,
Rust,snap,1.1.2,BSD-3-Clause,
Rust,soapysdr,0.3.3,BSL-1.0/Apache-2.0,
Rust,soapysdr-sys,0.7.5,BSL-1.0/Apache-2.0,
Rust,socket2,0.6.5,MIT OR Apache-2.0,
Rust,spin,0.9.9,MIT,
Rust,spirv,0.4.0+sdk-1.4.341.0,Apache-2.0,
Rust,sqlparser,0.59.0,Apache-2.0,
Rust,sqlparser_derive,0.3.0,Apache-2.0,
Rust,ssri,9.2.0,Apache-2.0,
Rust,stability,0.1.1,MIT,
Rust,stable_deref_trait,1.2.1,MIT OR Apache-2.0,
Rust,static_assertions,1.1.0,MIT OR Apache-2.0,
Rust,stl_io,0.10.0,MIT,
Rust,strict-num,0.1.1,MIT,
Rust,strsim,0.11.1,MIT,
Rust,strum,0.26.3,MIT,
Rust,strum_macros,0.26.4,MIT,
Rust,sublime_fuzzy,0.7.0,UNKNOWN,
Rust,subtle,2.6.1,BSD-3-Clause,
Rust,svgtypes,0.15.3,Apache-2.0 OR MIT,
Rust,symlink,0.1.0,MIT/Apache-2.0,
Rust,syn,3.0.3,MIT OR Apache-2.0,
Rust,sync_wrapper,1.0.2,Apache-2.0,
Rust,synstructure,0.13.2,MIT,
Rust,sysctl,0.5.5,MIT,
Rust,sysinfo,0.38.4,MIT,
Rust,systemstat,0.2.7,Unlicense,
Rust,tap,1.0.1,MIT,
Rust,tch,0.15.0,MIT/Apache-2.0,
Rust,tempfile,3.27.0,MIT OR Apache-2.0,
Rust,termcolor,1.4.1,Unlicense OR MIT,
Rust,text_placeholder,0.5.1,MIT,
Rust,tfhe,0.6.4,BSD-3-Clause-Clear,
Rust,tfhe-versionable,0.1.0,BSD-3-Clause-Clear,
Rust,tfhe-versionable-derive,0.1.0,BSD-3-Clause-Clear,
Rust,thiserror,2.0.19,MIT OR Apache-2.0,
Rust,thiserror-impl,2.0.19,MIT OR Apache-2.0,
Rust,thread-tree,0.3.3,MIT OR Apache-2.0,
Rust,thread_local,1.1.10,MIT OR Apache-2.0,
Rust,thrift,0.17.0,Apache-2.0,
Rust,tiff,0.11.3,MIT,
Rust,time,0.3.54,MIT OR Apache-2.0,
Rust,time-core,0.1.9,MIT OR Apache-2.0,
Rust,time-macros,0.2.32,MIT OR Apache-2.0,
Rust,tiny-keccak,2.0.2,CC0-1.0,
Rust,tiny-skia,0.11.4,BSD-3-Clause,
Rust,tiny-skia-path,0.11.4,BSD-3-Clause,
Rust,tiny_http,0.12.0,MIT OR Apache-2.0,
Rust,tinystr,0.8.3,Unicode-3.0,
Rust,tinyvec,1.12.0,Zlib OR Apache-2.0 OR MIT,
Rust,tinyvec_macros,0.1.1,MIT OR Apache-2.0 OR Zlib,
Rust,to_method,1.1.0,CC0-1.0,
Rust,tobj,4.0.4,MIT,
Rust,tokio,1.53.1,MIT,
Rust,tokio-macros,2.7.1,MIT,
Rust,tokio-rustls,0.26.4,MIT OR Apache-2.0,
Rust,tokio-stream,0.1.19,MIT,
Rust,tokio-tungstenite,0.20.1,MIT,
Rust,tokio-util,0.7.19,MIT,
Rust,toml,1.1.3+spec-1.1.0,MIT OR Apache-2.0,
Rust,toml_datetime,1.1.1+spec-1.1.0,MIT OR Apache-2.0,
Rust,toml_edit,0.25.13+spec-1.1.0,MIT OR Apache-2.0,
Rust,toml_parser,1.1.2+spec-1.1.0,MIT OR Apache-2.0,
Rust,tonic,0.14.6,MIT,
Rust,tonic-prost,0.14.6,MIT,
Rust,tonic-web,0.14.6,MIT,
Rust,tonic-web-wasm-client,0.8.0,MIT/Apache-2.0,
Rust,torch-sys,0.15.0,MIT/Apache-2.0,
Rust,tower,0.5.3,MIT,
Rust,tower-http,0.6.11,MIT,
Rust,tower-layer,0.3.3,MIT,
Rust,tower-service,0.3.3,MIT,
Rust,tracing,0.1.44,MIT,
Rust,tracing-appender,0.2.5,MIT,
Rust,tracing-attributes,0.1.31,MIT,
Rust,tracing-core,0.1.36,MIT,
Rust,tracing-log,0.2.0,MIT,
Rust,tracing-opentelemetry,0.32.1,MIT,
Rust,tracing-serde,0.2.0,MIT,
Rust,tracing-subscriber,0.3.23,MIT,
Rust,tracing-web,0.1.3,MIT OR Apache-2.0,
Rust,try-lock,0.2.5,MIT,
Rust,tungstenite,0.20.1,MIT OR Apache-2.0,
Rust,twox-hash,2.1.3,MIT,
Rust,type-map,0.5.1,MIT/Apache-2.0,
Rust,typed-path,0.12.3,MIT OR Apache-2.0,
Rust,typeid,1.0.3,MIT OR Apache-2.0,
Rust,typenum,1.20.1,MIT OR Apache-2.0,
Rust,uds_windows,1.2.1,MIT,
Rust,unescaper,0.1.10,MIT OR GPL-3.0-only,WARNING: Commercial Conflict
Rust,unicase,2.9.0,MIT OR Apache-2.0,
Rust,unicode-ident,1.0.24,(MIT OR Apache-2.0) AND Unicode-3.0,
Rust,unicode-segmentation,1.13.3,MIT OR Apache-2.0,
Rust,unicode-width,0.2.2,MIT OR Apache-2.0,
Rust,unicode-xid,0.2.6,MIT OR Apache-2.0,
Rust,unindent,0.2.4,MIT OR Apache-2.0,
Rust,unit-prefix,0.5.2,MIT,
Rust,universal-hash,0.5.1,MIT OR Apache-2.0,
Rust,unsafe-libyaml,0.2.11,MIT,
Rust,untrusted,0.9.0,ISC,
Rust,unty,0.0.4,MIT OR Apache-2.0,
Rust,urdf-rs,0.9.0,Apache-2.0,
Rust,ureq,3.3.0,MIT OR Apache-2.0,
Rust,ureq-proto,0.6.0,MIT OR Apache-2.0,
Rust,url,2.5.8,MIT OR Apache-2.0,
Rust,urlencoding,2.1.3,MIT,
Rust,usvg,0.45.1,Apache-2.0 OR MIT,
Rust,utf-8,0.7.6,MIT OR Apache-2.0,
Rust,utf8-zero,0.8.1,MIT OR Apache-2.0,
Rust,utf8_iter,1.0.4,Apache-2.0 OR MIT,
Rust,utf8parse,0.2.2,Apache-2.0 OR MIT,
Rust,uuid,1.24.0,Apache-2.0 OR MIT,
Rust,valuable,0.1.1,MIT,
Rust,vcpkg,0.2.15,MIT/Apache-2.0,
Rust,vec1,1.12.1,MIT OR Apache-2.0,
Rust,vello_common,0.0.6,Apache-2.0 OR MIT,
Rust,vello_cpu,0.0.6,Apache-2.0 OR MIT,
Rust,version_check,0.9.5,MIT/Apache-2.0,
Rust,walkdir,2.5.0,Unlicense/MIT,
Rust,walkers,0.53.0,MIT,
Rust,want,0.3.1,MIT,
Rust,wasi,0.11.1+wasi-snapshot-preview1,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,
Rust,wasip2,1.0.4+wasi-0.2.12,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,
Rust,wasm-bindgen,0.2.117,MIT OR Apache-2.0,
Rust,wasm-bindgen-futures,0.4.67,MIT OR Apache-2.0,
Rust,wasm-bindgen-macro,0.2.117,MIT OR Apache-2.0,
Rust,wasm-bindgen-macro-support,0.2.117,MIT OR Apache-2.0,
Rust,wasm-bindgen-shared,0.2.117,MIT OR Apache-2.0,
Rust,wasm-streams,0.4.2,MIT OR Apache-2.0,
Rust,wayland-backend,0.3.16,MIT,
Rust,wayland-client,0.31.15,MIT,
Rust,wayland-csd-frame,0.3.0,MIT,
Rust,wayland-cursor,0.31.14,MIT,
Rust,wayland-protocols,0.32.13,MIT,
Rust,wayland-protocols-experimental,20250721.0.1,MIT,
Rust,wayland-protocols-misc,0.3.12,MIT,
Rust,wayland-protocols-plasma,0.3.12,MIT,
Rust,wayland-protocols-wlr,0.3.12,MIT,
Rust,wayland-scanner,0.31.11,MIT,
Rust,wayland-sys,0.31.11,MIT,
Rust,web-sys,0.3.94,MIT OR Apache-2.0,
Rust,web-time,1.1.0,MIT OR Apache-2.0,
Rust,webbrowser,1.2.1,MIT OR Apache-2.0,
Rust,webpki-roots,1.0.9,CDLA-Permissive-2.0,
Rust,weezl,0.1.12,MIT OR Apache-2.0,
Rust,wgpu,29.0.4,MIT OR Apache-2.0,
Rust,wgpu-core,29.0.4,MIT OR Apache-2.0,
Rust,wgpu-core-deps-apple,29.0.4,MIT OR Apache-2.0,
Rust,wgpu-core-deps-emscripten,29.0.4,MIT OR Apache-2.0,
Rust,wgpu-core-deps-wasm,29.0.4,MIT OR Apache-2.0,
Rust,wgpu-core-deps-windows-linux-android,29.0.4,MIT OR Apache-2.0,
Rust,wgpu-hal,29.0.4,MIT OR Apache-2.0,
Rust,wgpu-naga-bridge,29.0.4,MIT OR Apache-2.0,
Rust,wgpu-types,29.0.4,MIT OR Apache-2.0,
Rust,wide,1.5.0,Zlib OR Apache-2.0 OR MIT,
Rust,widestring,1.2.1,MIT OR Apache-2.0,
Rust,wildmatch,2.6.1,MIT,
Rust,winapi,0.3.9,MIT/Apache-2.0,
Rust,winapi-i686-pc-windows-gnu,0.4.0,MIT/Apache-2.0,
Rust,winapi-util,0.1.11,Unlicense OR MIT,
Rust,winapi-x86_64-pc-windows-gnu,0.4.0,MIT/Apache-2.0,
Rust,windows,0.62.2,MIT OR Apache-2.0,
Rust,windows-collections,0.3.2,MIT OR Apache-2.0,
Rust,windows-core,0.62.2,MIT OR Apache-2.0,
Rust,windows-future,0.3.2,MIT OR Apache-2.0,
Rust,windows-implement,0.60.2,MIT OR Apache-2.0,
Rust,windows-interface,0.59.3,MIT OR Apache-2.0,
Rust,windows-link,0.2.1,MIT OR Apache-2.0,
Rust,windows-numerics,0.3.1,MIT OR Apache-2.0,
Rust,windows-result,0.4.1,MIT OR Apache-2.0,
Rust,windows-strings,0.5.1,MIT OR Apache-2.0,
Rust,windows-sys,0.61.2,MIT OR Apache-2.0,
Rust,windows-targets,0.53.5,MIT OR Apache-2.0,
Rust,windows-threading,0.2.1,MIT OR Apache-2.0,
Rust,windows_aarch64_gnullvm,0.53.1,MIT OR Apache-2.0,
Rust,windows_aarch64_msvc,0.53.1,MIT OR Apache-2.0,
Rust,windows_i686_gnu,0.53.1,MIT OR Apache-2.0,
Rust,windows_i686_gnullvm,0.53.1,MIT OR Apache-2.0,
Rust,windows_i686_msvc,0.53.1,MIT OR Apache-2.0,
Rust,windows_x86_64_gnu,0.53.1,MIT OR Apache-2.0,
Rust,windows_x86_64_gnullvm,0.53.1,MIT OR Apache-2.0,
Rust,windows_x86_64_msvc,0.53.1,MIT OR Apache-2.0,
Rust,winit,0.30.13,Apache-2.0,
Rust,winnow,1.0.4,MIT,
Rust,wit-bindgen,0.57.1,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,
Rust,wrapcenum-derive,0.4.1,MIT/Apache-2.0,
Rust,writeable,0.6.3,Unicode-3.0,
Rust,x11-dl,2.21.0,MIT,
Rust,x11rb,0.13.2,MIT OR Apache-2.0,
Rust,x11rb-protocol,0.13.2,MIT OR Apache-2.0,
Rust,xcursor,0.3.10,MIT,
Rust,xkbcommon-dl,0.4.2,MIT,
Rust,xkeysym,0.2.1,MIT OR Apache-2.0 OR Zlib,
Rust,xml-rs,0.8.28,MIT,
Rust,xmlwriter,0.1.0,MIT,
Rust,xxhash-rust,0.8.18,BSL-1.0,
Rust,yoke,0.8.3,Unicode-3.0,
Rust,yoke-derive,0.8.2,Unicode-3.0,
Rust,zbus,5.18.0,MIT,
Rust,zbus-lockstep,0.5.2,MIT,
